Anno,Regione,Comune,Localita,Codice stazione,Bacino idrografico,Corpo idrico,Livello di contaminazione,Campioni,Misure,n misure positive,Sostanze cercate,Sostanze trovate,Pesticidi totali,x,y
2020,Emilia Romagna,RAVENNA,"Destra Reno a Ponte Zanzi, Ravenna",07000300,DESTRA RENO,CAN. DESTRA RENO,Superiore ai limiti,6,600,87,100,6,9.172,1357289.9358152288,5549412.302110156
2020,Emilia Romagna,CASTROCARO TERME E TERRA DEL SOLE,Montone su tangenziale di Castrocaro,11000300,FIUMI UNITI,F. MONTONE,Superiore ai limiti,6,588,5,98,1,0.502,1332123.4928572823,5494653.99984937
2020,Emilia Romagna,RAVENNA,"Savio al ponte SS Adriatica, Cervia",13000900,SAVIO,F. SAVIO,Superiore ai limiti,6,591,10,98,1,0.964,1368712.8749332707,5512861.507047463
2020,Emilia Romagna,RIMINI,Marecchia a monte cascata di via Tonale,19000600,MARECCHIA,F. MARECCHIA,Superiore ai limiti,6,601,32,100,3,6.222,1397209.2777394543,5475475.0500026345
2020,Umbria,Citerna,Marinello,IT10SOV1,TEVERE,Torrente Sovara dal confine regionale a T. Cerfone,Entro i limiti,11,1110,12,96,1,0.94,1352935.3215089573,5388239.387649657
2020,Campania,TorreAnnunziata(NA),Focefiume,SR6,SARNO,SARNO,Superiore ai limiti,11,730,19,75,4,1.46,1611354.6105504453,4972440.995200835
2020,Campania,Polla(SA),PonteSS426,TN1QUINQUIES,SELE,TANAGRO,Superiore ai limiti,3,6,3,4,2,1.06,1724898.181537921,4941095.654045807
2020,Campania,Battipaglia(SA),ViaTrento,TU3,TUSCIANO,TUSCIANO,Superiore ai limiti,9,735,23,75,4,1.96,1658423.4135953947,4951862.553393098
2020,Puglia,Brindisi,Canale Reale,CA_RE01,Canale Reale,C.Reale,Superiore ai limiti,4,526,33,136,7,7.888,1982303.946681159,4968612.777452458
2020,Sicilia,Monreale,Torrente Desisa,IT19RW04302,JATO,Vallone Desisa,Superiore ai limiti,9,2069,112,232,3,3.207,1461129.097140349,4572678.439487399
2020,Veneto,VEGGIANO,PONTE PER TRAMBACCHE,114,BACCHIGLIONE,FOSSA TESINA PADOVANA,Superiore ai limiti,4,311,11,73,2,1.67,1305230.082088336,5687604.693985698
2020,Toscana,QUARRATA,,IT09S1054#MAS-617 POT-019,,LAGO  FALCHERETO,Entro i limiti,5,510,40,101,2,0.208,1219636.6533387888,5441717.416258543
2020,Toscana,SAN CASCIANO IN VAL DI PESA,,IT09S1638#MAS-608 POT-052,,LAGO FABBRICA 1,Entro i limiti,3,304,34,101,1,0.329,1250084.6043889697,5401295.356957175
2020,Toscana,QUARRATA,,IT09S1053#MAS-616 POT-018,,BACINO DUE FORRE,Entro i limiti,5,510,17,101,1,0.136,1217138.5997211393,5442735.340175091
2020,Veneto,GORGO AL MONTICANO,PONTE DI VILLA REVEDIN,434,LIVENZA,FIUME MONTICANO,Entro i limiti,4,329,17,82,1,0.75,1397514.2365056102,5745485.37569885
2020,Veneto,CAMPOLONGO MAGGIORE,BOJON,436,BRENTA,FIUME BRENTA,Superiore ai limiti,12,1079,49,83,3,1.13,1342166.2660232128,5674954.307961417
2020,Veneto,SORGÀ,BONFERRARO,446,FISSERO TARTARO CANALBIANCO,FIUME TIONE (SCARICATORE MOLINO),Superiore ai limiti,4,344,26,78,4,6.21,1224667.2669781675,5650493.695057212
2020,Emilia Romagna,CAORSO,"Po a Roncarolo, Caorso",01000250,ASTA PO,F. PO,Superiore ai limiti,9,903,57,100,3,2.371,1095100.7532765046,5631867.731694191
2020,Emilia Romagna,FERRARA,"Po a Pontelagoscuro, Ferrara",01000700,ASTA PO,F. PO,Superiore ai limiti,9,903,53,100,3,1.312,1291501.5387370784,5603845.8083063
2020,Emilia Romagna,VILLANOVA SULL'ARDA,Cavo Fontana a Soarza,01130050,CAVO FONTANA,CAVO FONTANA,Entro i limiti,6,588,63,97,3,1.155,1115399.5070082734,5628409.795852807
2020,Emilia Romagna,VILLANOVA SULL'ARDA,Arda a Villanova,01140400,ARDA,T. ARDA,Superiore ai limiti,7,707,27,100,4,1.142,1113236.5182881777,5625511.503110556
2020,Provincia Autonoma di Bolzano/Bozen,Roverè della Luna,al confine della provincia,11190,Adige,Fossa grande di Caldaro,Superiore ai limiti,11,1865,85,162,8,5.88,1246239.8353897645,5820838.251971833
2020,Emilia Romagna,VILLANOVA SULL'ARDA,Ongina a Vidalenzo,01140600,ARDA,T. ONGINA,Superiore ai limiti,7,693,55,98,5,9.189,1117799.598187144,5623888.692756324
2020,Emilia Romagna,CODIGORO,Po di Volano al ponte Varano a Codigoro,04000200,PO DI VOLANO,PO DI VOLANO,Superiore ai limiti,7,704,90,100,5,2.994,1347762.4464717512,5594774.865798652
2020,Emilia Romagna,OSTELLATO,"Burana-Navigabile a monte chiusa valle Lepri, Ostellato",05001400,BURANA-NAVIGABILE,CAN. BURANA-NAVIGABILE,Superiore ai limiti,7,704,71,100,2,4.54,1346109.475469275,5575972.74025904
2020,Piemonte,Santo Stefano Belbo,Stazione S. Stefano,005040,PO,TINELLA_63-Scorrimento superficiale-Piccolo,Superiore ai limiti,9,670,95,77,14,8.44,917334.4594049115,5577043.213887188
2020,Piemonte,Motta de' Conti,Casotto,014045,PO,SESIA_56-Scorrimento superficiale-Grande-Debole1,Superiore ai limiti,10,952,66,96,5,1.23,952007.5163287245,5652272.097237382
2020,Piemonte,Chivasso,SS 11 Ponte per Brandizzo,034010,PO,ORCO_56-Scorrimento superficiale-Grande-Forte1,Entro i limiti,9,639,8,74,1,0.47,875363.1294135491,5651420.961548925
2020,Umbria,Castiglione del Lago,Panicarola,IT10ANG1,TEVERE,Canale dell'Anguillara,Entro i limiti,8,811,17,97,3,0.59,1344974.8062643586,5323183.136096845
2020,Umbria,Città di Castello,Lupo,IT10CER1,TEVERE,Torrente Cerfone da T. Sovara a F. Tevere,Entro i limiti,11,1110,17,96,2,1,1355034.92218716,5387161.031041583
2020,Umbria,Narni,Narni - Ponte d'Augusto,IT10NER7,TEVERE,Fiume Nera da F. Velino a limite HER,Entro i limiti,11,1173,10,103,1,0.29,1393218.3338947378,5240014.001426027
2020,Umbria,Narni,Orte,IT10NER8,TEVERE,Fiume Nera da L. S. Liberato a F. Tevere,Entro i limiti,11,1174,9,103,1,0.15,1381793.8423177928,5228172.4771850165
2020,Lazio,Terracina,,F2.07,Badino,Fiume Amaseno 3,Entro i limiti,11,1268,6,115,1,0.09006,1466034.0091478738,5065705.4104562225
2020,Puglia,Manfredonia,Torrente Candelaro,CA_TC08,Candelaro,Foce Candelaro,Superiore ai limiti,4,588,17,140,2,8.504,1768311.2910325185,5097332.377694044
2020,Basilicata,Genzano di Lucania,,IT017-BR-P06-F,Bradano,,Entro i limiti,2,180,28,83,1,0.2592,1803526.1151956508,4991423.987997903
2020,Umbria,Città di Castello,Pistrino,IT10TVR1,TEVERE,Fiume Tevere dal confine regionale a T. Cerfone,Entro i limiti,11,1121,9,97,2,0.23,1353254.3771329445,5392404.750937186
2020,Campania,ArianoIrpino(AV),PonteFiumarellasottoilviadottoSS91,FIU1,OFANTO,FIUMARELLA,Superiore ai limiti,8,336,4,75,3,1.75,1675802.8696864205,5020315.824998561
2020,Sicilia,Gela,Biviere di Gela (centro lago),IT19LW07822,ACATE e bacini minori fra GELA e ACATE,Biviere di Gela,Entro i limiti,7,1561,56,217,1,0.222,1596936.8721082448,4441728.4253294645
2020,Sicilia,Troina,Invaso Ancipa  (opera di presa),IT19LW09411,SIMETO e LAGO di PERGUSA,Invaso Ancipa  ,Superiore ai limiti,3,661,5,239,1,0.00238,1622550.2624290485,4554167.771571694
2020,Sicilia,Ragusa,Fiume Irminio Ferrovia T2,IT19RW08202,IRMINIO,Fiume Irminio,Superiore ai limiti,1,237,7,230,2,0.143,1642297.449535789,4429068.559759282
2020,Provincia Autonoma di Trento,VILLA LAGARINA,RIO MOLINI - FOCE,SD000118,Adige,RIO MOLINI,Superiore ai limiti,6,710,55,121,9,3.45,1228896.493111879,5766700.178280434
2020,Provincia Autonoma di Trento,MORI,TORRENTE CAMERAS - MORI,SD000122,Adige,TORR. CAMERAS,Entro i limiti,9,1066,4,119,2,0.49,1223767.3577490249,5756439.820718423
2020,Provincia Autonoma di Trento,ROVERETO,BASTIA DI CASTELPIETRA - A MONTE CONFLUENZA IN ADIGE,SD000150,Adige,BASTIA DI CASTELPIETRA,Entro i limiti,6,718,8,121,5,0.38,1229077.628656229,5766610.331482476
2020,Piemonte,Asti,Madonna di Caniglie,286010,PO,MAGGIOLINO_62-Scorrimento supe,Entro i limiti,9,649,20,75,2,1.11,915188.5681046168,5612990.819149544
2020,Emilia Romagna,MODENA,Tiepido al ponte pedonale a San Damaso,01221230,PANARO,T. TIEPIDO,Entro i limiti,5,480,23,95,1,0.208,1220905.2032326271,5559404.160501484
2020,Piemonte,Vaprio d'Agogna,Pravarone,058002,PO,TERDOPPIO NOVARESE_56-Scorrimento superficiale-Molto piccolo,Entro i limiti,7,583,18,86,2,1.77,954461.2029201927,5717697.057344596
2020,Veneto,CAORLE,LAGUNA DI CAORLE - CANALE NICESOLO A 700M PRIMA FOCE DEL NICESOLO,IT05380-AT,LEMENE,CAORLE,Entro i limiti,4,348,13,79,1,0.4,1436972.4814271636,5719749.44586552
2020,Veneto,VENEZIA,DESE C/O PONTE,481,B.S. LAGUNA DI VENEZIA,FIUME DESE,Superiore ai limiti,12,1070,92,83,4,3.85,1369708.8620854323,5704988.296080728
2020,Veneto,CEREA,PAGANINA,1291,FISSERO TARTARO CANALBIANCO,SCOLO LAVIGNO,Superiore ai limiti,4,352,20,80,3,0.49,1252114.689939723,5652999.784856531
2020,Veneto,NOGARA,"VIA DELLA PACE, FALCONER",1297,FISSERO TARTARO CANALBIANCO,FIUME TREGNON,Superiore ai limiti,4,345,22,79,2,0.8,1230996.1923548973,5655974.490619302
2020,Veneto,PONTE DI PIAVE,PONTE A NORD CONFLUENZA CON PIAVE,63,PIAVE,FOSSO NEGRISIA,Entro i limiti,4,336,17,80,3,0.96,1385029.8810975372,5735007.669875507
2020,Emilia Romagna,CODIGORO,A.A. Ferraresi a La Lamberta,04000050,PO DI VOLANO,COLL. ACQUE ALTE FERRARESI,Entro i limiti,7,674,75,97,2,0.726,1346018.9926890894,5596109.210522983
2020,Sardegna,,,0182-CF000103-ST01,,RIU MANNU DI PORTO TORRES,Superiore ai limiti,7,181,10,49,3,4.435,934680.7461288465,4986151.030027559
2020,Veneto,MIRA,BOTTE DEL SERRAGLIO DI MIRA,480,B.S. LAGUNA DI VENEZIA,SCOLO TERGOLINO,Entro i limiti,4,352,17,80,2,0.37,1349092.8686911156,5691510.984412177
2020,Emilia Romagna,CESENA,Borello a Borello,13000600,SAVIO,T. BORELLO,Non quantificabile,6,576,0,95,0,,1355345.960880667,5472924.474950078
2020,Friuli Venezia Giulia,Grado,Laguna Silisia - Fondale della Gran Chiusa,ITA06TPO201,N.D.,Laguna Silisia - Fondale della Gran Chiusa,Non quantificabile,4,480,22,113,0,0.0077,1479740.2687555188,5738606.032904033
2020,Friuli Venezia Giulia,Marano Lagunare,Acque - Tapo,ITA06TPO501,N.D.,Acque - Tapo,Non quantificabile,4,480,27,113,0,0.0628,1459200.0416907927,5732966.792902564
2020,Marche,,,R110292TS,Fiume Tesino,Torrente Tesino Tratto 1 C.I._A,Non quantificabile,3,83,0,29,0,,1497267.7425401798,5284495.580759231
2020,Veneto,ALBAREDO D'ADIGE,PONTE DI ALBAREDO,443,ADIGE,FIUME ADIGE,Non quantificabile,4,8,0,2,0,,1254137.1679714639,5671731.105360591
2020,Marche,FERMO,zona foce,R110232EV,Fiume Ete Vivo,Fiume Ete Vivo Tratto 1 C.I._A,Non quantificabile,9,192,2,25,0,0.046,1537301.3334232362,5336769.890623006
2020,Lazio,Torrita Tiberina,,F3.76,Tevere Medio Corso,Fiume Tevere 2,Non quantificabile,6,558,2,92,0,0.02,1405916.6960233666,5196251.026902054
2020,Toscana,MONTEMURLO,,IT09S1096#POT-067,,TORRENTE BAGNOLO (3),Non quantificabile,2,204,3,101,0,0.036,1233091.372861379,5456085.116258521
2020,Abruzzo,Anversa degli Abruzzi,"Anversa degli Abruzzi, 800mt circa a valle delle sorgenti del Cavuto",R1307SA36BIS,Aterno-Pescara,CI_Sagittario_1,Non quantificabile,1,52,0,46,0,,1537536.8197489104,5161269.425106962
2020,Abruzzo,Alba Adriatica,"Bivio di Corropoli, a monte depuratore di Villa Rosa",R1301VB2BIS,Vibrata,CI_Vibrata_2,Non quantificabile,2,104,0,46,0,,1546515.9351735052,5285608.508244003
2020,Marche,,Castel di Lama,I0281LM,Fiume Tronto,Torrente Lama Tratto 1 C.I._A,Non quantificabile,5,43,0,26,0,,1527997.7180563263,5291845.455844391
2020,Marche,,,R110074ACE,Fiume Cesano,Rio Freddo del Cesano Tratto 1 C.I._A,Non quantificabile,4,4,0,1,0,,1442946.9822088727,5408393.03095343
2020,Marche,,Senigallia (in fondo a viale dei Pini),R110101SG,Litorale tra Misa e Fosso Rubiano,Fosso S.Angelo Tratto 1 C.I._A,Non quantificabile,3,77,1,27,0,0.02,1472266.6998703547,5420677.980966933
2020,Molise,CASTEL SAN VINCENZO,CARTIERA,N011_018_SR_1_T_01,VOLTURNO,VOLTURNO,Non quantificabile,7,245,0,32,0,,1567117.0173523899,5109403.386544565
2020,Molise,MONTAQUILA,VATTUTA ,N011_018_SR_2_T_02,VOLTURNO,VOLTURNO,Non quantificabile,6,209,0,32,0,,1572428.2218740066,5097577.57901983
2020,Molise,LARINO,ROCCHIA TONNA,R14_001_012_SS_4_T_01,BIFERNO,BIFERNO,Non quantificabile,9,315,0,32,0,,1658005.593965127,5140283.621535566
2020,Molise,GAMBATESA,PIANA DEL FORTORE,I015_018_SS_3_T_01,FORTORE,FORTORE,Non quantificabile,5,175,0,32,0,,1664821.725576168,5088340.705564904
2020,Emilia Romagna,VERGATO,"Vergatello al ponte pedonale, ospedale di Vergato",06001080,RENO,T. VERGATELLO,Non quantificabile,6,576,6,95,0,0.104,1236618.8144137724,5509197.56554454
2020,Emilia Romagna,CESENA,Savio alla passerella dell'ippodromo,13000750,SAVIO,F. SAVIO,Non quantificabile,6,576,2,95,0,0.012,1361828.4747778606,5488374.943851736
2020,Emilia Romagna,CERVIA,"Savio al ponte SS 254 a Castiglione, Ravenna",13000800,SAVIO,F. SAVIO,Non quantificabile,6,576,3,95,0,0.032,1364791.136170715,5505396.692615044
2020,Emilia Romagna,SOGLIANO AL RUBICONE,Uso a Pietra dell'Uso,17000100,USO,F. USO,Non quantificabile,6,576,1,95,0,0.019,1367140.0095344381,5459380.03035199
2020,Emilia Romagna,CAMUGNANO,Lago di Brasimone,06001600,RENO,INVASO DI BRASIMONE,Non quantificabile,6,588,0,97,0,,1237148.6710519986,5484627.524016707
2020,Lazio,Fiumicino,,F4.31,Mignone Arrone Sud,Fosso Tre Denari 2,Non quantificabile,5,465,0,92,0,,1358238.259562129,5148063.842025774
2020,Lazio,Roma,,F4.63,Tevere Basso Corso,Fiume Tevere 4,Non quantificabile,4,372,1,92,0,0.02,1390229.9190069418,5154397.793050859
2020,Lazio,Acquapendente,,F5.22,Paglia,Fiume Paglia 2,Non quantificabile,10,1152,2,115,0,0.1633,1320507.9093302048,5275877.680493361
2020,Puglia,Cagnano Varano,Lago di Varano,AT_VA01,Campana,Lago di Varano,Non quantificabile,4,520,0,123,0,,1746182.2706514364,5146119.695325215
2020,Sicilia,Enna,Lago di Pergusa (centro lago),IT19LW190948,SIMETO e LAGO di PERGUSA,Lago di Pergusa,Non quantificabile,7,1561,19,217,0,0.0966,1592550.9955471016,4511160.189988126
2020,Sicilia,Marineo,Eleuterio V. Conti,IT19RW03701A,ELEUTERIO,Fiume Scanzano o Eleuterio,Non quantificabile,2,458,0,222,0,,1491919.5115958364,4573655.695629521
2020,Sardegna,,,0192-CF000100-ST01,,RIU DE CALVIA,Non quantificabile,1,14,0,14,0,,927816.0071131199,4951437.601561949
2020,Sardegna,,,0221-AT50490-0126,,Stagno di Mistras,Non quantificabile,3,6,0,3,0,,941442.4726747319,4851638.631820697
2020,Sardegna,,,0302-AT50011-0214,,Stagno di Cagliari - SUD,Non quantificabile,3,7,0,3,0,,1011224.2139203862,4754962.445933122
2020,Sardegna,,,0302-AT50012-0654,,Stagno di Cagliari - NORD,Non quantificabile,2,6,0,3,0,,1004905.0972430647,4757815.749985387
2020,Provincia Autonoma di Trento,LAVIS,FOSSA MAESTRA S. MICHELE-LAVIS - A MONTE CONFLUENZA IN ADIGE,SD000152,Adige,FOSSA MAESTRA S. MICHELE-LAVIS,Non quantificabile,7,830,6,119,0,0.12,1233436.2173946071,5801300.171429707
2020,Provincia Autonoma di Trento,TRENTO,TORRENTE AVISIO - LAVIS,SG000014,Avisio,TORR. AVISIO,Non quantificabile,4,472,0,119,0,,1236681.721526718,5802030.865666999
2020,Provincia Autonoma di Trento,BORGO VALSUGANA,FIUME BRENTA - Ponte del Cimitero BORGO VALSUGANA,SG000020,Brenta,FIUME BRENTA,Non quantificabile,4,472,1,119,0,0.03,1276396.0054659252,5789049.800997816
2020,Provincia Autonoma di Trento,PERGINE VALSUGANA,LAGO DI CALDONAZZO - PERGINE VALSUGANA,SGLN0003,Brenta,LAGO DI CALDONAZZO,Non quantificabile,12,1441,0,120,0,,1252343.1654192402,5782785.015982182
2020,Provincia Autonoma di Trento,BASELGA DI PINÈ,LAGO DELLA SERRAIA - BASELGA DI PINE',SMLN0012,Fersina,LAGO DELLA SERRAIA,Non quantificabile,10,1204,0,119,0,,1252995.6065827983,5802315.028077948
2020,Provincia Autonoma di Trento,CIVEZZANO,SANTA COLOMBA - FOCE,SD000715,Fersina,RIO S. COLOMBA,Non quantificabile,8,944,1,119,0,0.02,1245492.5093477666,5793524.197340025
2020,Provincia Autonoma di Trento,BASELGA DI PINÈ,FOS GRANT - FOCE,SD000916,Fersina,TORR. SILLA-RIO CAMPO-ROGGIA LAGO DELLE PIAZZE,Non quantificabile,5,602,0,119,0,,1253827.6353972636,5803236.10870208
2020,Friuli Venezia Giulia,Lignano Sabbiadoro,Fiume Tagliamento,ITA0646SP,Fiume Tagliamento,Foce Fiume Tagliamento,Non quantificabile,4,480,23,113,0,0.014,1455469.1688553013,5725976.870489596
2020,Friuli Venezia Giulia,Grado,Fondale Nassion,ITA06TEU201,N.D.,Fondale Nassion,Non quantificabile,4,480,20,113,0,0.0083,1484096.6458023286,5733535.386448083
2020,Toscana,LATERINA PERGINE VALDARNO,LOC.FORNACE CHIANTI PUTTO BADIA AGNANO ,IT09S1453#MAS-870,,TORRENTE TROVE (2),Non quantificabile,4,336,3,101,0,0.089,1298822.7716419064,5376356.590938052
2020,Toscana,POMARANCE,a valle,IT09S2279#MAS-868,,TORRENTE TROSSA VALLE,Non quantificabile,3,300,2,99,0,0.01,1196327.6487643737,5361584.069729691
2020,Toscana,AGLIANA,,IT09S1055#POT-020,,,Non quantificabile,3,300,1,99,0,0.012,1224771.9663701295,5451657.813261705
2020,Piemonte,Centallo,Pt per Villafalletto,020010,PO,GRANA-MELLEA_56-Scorrimento superficiale-Medio-Forte107,Non quantificabile,9,627,6,71,0,0.13,844036.5956350524,5543495.87223704
2020,Piemonte,Vauda Canavese,La Fena,036010,PO,FANDAGLIA_56-Scorrimento superficiale-Piccolo,Non quantificabile,9,662,7,75,0,0.13,852193.5257825451,5666883.547664692
2020,Abruzzo,Pescina,A valle di Pescina - loc. Pagliarone,N005GV15,Liri-Garigliano,CI_Giovenco_2,Non quantificabile,3,156,0,46,0,,1518050.4325402214,5164197.327962844
2020,Abruzzo,Mosciano Sant'Angelo,Marina di Mosciano S. A.,R1302SL7,Salinello,CI_Salinello_2,Non quantificabile,3,156,1,46,0,0.034,1551529.9572764102,5278309.145462331
2020,Abruzzo,Teramo,A monte confluenza Fiume Tordino,R1303FI1,Tordino,CI_Fiumicino_1,Non quantificabile,1,52,0,46,0,,1533729.254642921,5264653.021885475
2020,Abruzzo,Teramo,Teramo Centro Sportivo Comunale,R1303VZ1,Tordino,CI_Vezzola_1,Non quantificabile,1,52,0,46,0,,1526517.6615541726,5260017.483971393
2020,Abruzzo,Isola del Gran Sasso d'Italia,Amonte confluenza Torrente Mavone,R1304LE1,Vomano,CI_Leomogna_1,Non quantificabile,2,104,0,46,0,,1524236.1764605225,5240976.755086491
2020,Marche,,c.da Castelletta,R110181AO,Torrente Asola,Torrente Asola Tratto 1 C.I._A,Non quantificabile,1,1,0,1,0,,1522368.3733025151,5364912.113338949
2020,Toscana,BUTI,,IT09S1118#POT-096,,,Non quantificabile,5,506,8,101,0,0.046,1176671.070485939,5422578.325366272
2020,Piemonte,Cuneo,Ponte Borgo Gesso,024040,PO,GESSO_107-Scorrimento superficiale-Medio,Non quantificabile,11,680,0,77,0,,841247.6374172613,5526276.872512265
2020,Marche,,,I0281FB,Fiume Tronto,Torrente Fiobbo Tratto 1 C.I._A,Non quantificabile,3,78,0,26,0,,1536538.9665090698,5293328.200672074
2020,Abruzzo,Fano Adriano,Circa 100 m a monte confluenza Fiume Vomano,R1304RA1,Vomano,CI_Rio Arno_1,Non quantificabile,2,104,0,46,0,,1508190.3693213959,5244397.6462048665
2020,Liguria,Vezzano Ligure,Piano di Ceparana,IT07MAMA02,Magra,F. Magra 1,Non quantificabile,6,346,0,133,0,,1100745.4813301547,5489754.878678974
2020,Toscana,POMARANCE,,IT09S1507#POT-144,,FOSSO ADIO,Non quantificabile,4,406,1,101,0,0.008,1201392.9659834735,5355322.274880786
2020,Marche,COMUNANZA,ponte immediatamente a valle diga di Gerosa,R110252AS,Fiume Aso,Fiume Aso Tratto 1 C.I._B,Non quantificabile,2,42,1,21,0,0.02,1490556.4078703728,5297076.964209831
2020,Toscana,PESCIA,,IT09S2393#POT-155,,FIUME PESCIA DI PESCIA-TORRENTE PESCIA-TORRENTE PESCIA D,Non quantificabile,1,100,0,99,0,,1190321.5293207106,5454511.877054085
2020,Marche,ASCOLI PICENO,Cartiera Papale,I0282CS,Fiume Tronto,Torrente Castellano Tratto 1 C.I._B,Non quantificabile,1,31,0,29,0,,1510700.8079681026,5289086.218858807
2020,Emilia Romagna,ALBINEA,Rodano a Casone di Fogliano,01190530,CROSTOLO,T. RODANO - CANALAZZO TASSONE,Non quantificabile,2,192,0,95,0,,1185883.657313216,5562949.222584903
2020,Emilia Romagna,SASSUOLO,Secchia al ponte ciclabile a Sassuolo,01201150,SECCHIA,F. SECCHIA,Non quantificabile,4,393,0,98,0,,1198663.065676932,5549865.92908107
2020,Emilia Romagna,PIACENZA,Nure al ponte di Bagarotto,01110300,NURE,T. NURE,Non quantificabile,5,483,0,98,0,,1090623.1917261127,5627038.038249921
2020,Basilicata,Lauria,,IT017-NO-P04-F,Noce,,Non quantificabile,2,180,12,83,0,0.0073,1760307.0680601234,4869962.767655982
2020,Basilicata,Melfi,,IT017-OF04,Ofanto,,Non quantificabile,1,90,22,83,0,0.0884,1753887.4317912622,5022450.462600346
2020,Veneto,PIOMBINO DESE,TRE PONTI,59,B.S. LAGUNA DI VENEZIA,FIUME ZERO,Non quantificabile,4,323,7,73,0,0.11,1340772.4945645342,5722668.551685079
2020,Friuli Venezia Giulia,Grado,Anfora - Casoni Maricchio,ITA06TEU301,N.D.,Anfora - Casoni Maricchio,Non quantificabile,4,480,22,113,0,0.0082,1475604.7496823194,5737566.63416814
2020,Veneto,CEGGIA,PONTE SP53,1112,PIANURA TRA LIVENZA E PIAVE,CANALE PIAVON,Superiore ai limiti,4,324,28,73,9,4.94,1406993.6210088385,5730340.054217549
2020,Lazio,Valentano,,L5.70,Fiora,Lago di Mezzano,Non quantificabile,5,465,0,92,0,,1310198.794117982,5253034.041298568
2020,Friuli Venezia Giulia,Marano Lagunare,Secca Zellina - Marano,ITA06TME101,N.D.,Secca Zellina - Marano,Non quantificabile,4,480,30,113,0,0.1626,1467888.527911824,5742464.049376023
2020,Friuli Venezia Giulia,Grado,Ara Storta,ITA06TPO101,N.D.,Ara Storta,Non quantificabile,4,480,22,113,0,0.008,1488870.3594786627,5736795.895444935
2020,Veneto,ROVOLON,"PONTE SP38, BASTIA",1248,BACCHIGLIONE,SCOLO FOSSONA,Superiore ai limiti,4,324,35,73,5,4.07,1296669.1165276316,5681786.339847362
2020,Friuli Venezia Giulia,Marano Lagunare,Secca di Muzzana,ITA06TME201,N.D.,Secca di Muzzana,Entro i limiti,4,480,32,113,1,0.1178,1461281.7161292299,5741650.285688817
2020,Liguria,Albenga,Regione S. Clemente,IT07CTCT02M,Centa,F. Centa 1,Entro i limiti,6,244,2,47,1,0.16,913278.0903109587,5473428.291797283
2020,Veneto,PORTO TOLLE,PO DI TOLLE,IT051050-AT,PO,PO DI TOLLE,Entro i limiti,4,347,25,80,3,0.86,1386251.3125969488,5607012.85478937
2020,Veneto,MARENO DI PIAVE,RAMERA,1147,LIVENZA,FIUME MONTICANO,Entro i limiti,5,20,6,5,2,0.53,1372131.0772897627,5757977.938900065
2020,Veneto,CHIOGGIA,PONTILE,212,BRENTA,FIUME BRENTA,Entro i limiti,4,337,10,77,1,0.28,1367438.998794109,5649707.648894259
2020,Toscana,FUCECCHIO,,IT09S2463#MAS-PF1,,CANALE DEL CAPANNONE-FIUME PESCIA DI COLLODI VALLE,Superiore ai limiti,4,335,42,101,3,1.353,1200866.1564481836,5434121.603386624
2020,Piemonte,Formigliana,C.na Balocco,413010,PO,L`ODDA_56-Scorrimento superficiale-Piccolo,Superiore ai limiti,9,722,79,83,14,7.2,920984.7730264096,5691109.210681858
2020,Veneto,CHIARANO,CAVALIER,1136,PIANURA TRA LIVENZA E PIAVE,CANALE PIAVON,Superiore ai limiti,4,344,21,82,8,4.77,1397280.4071606945,5740920.722831249
2020,Veneto,LONIGO,PASSERELLA PEDONALE VIA S. GIOVANNI,1213,FRATTA GORZONE,RIO ACQUETTA,Entro i limiti,4,343,6,78,1,0.18,1266775.3316906188,5683039.637175341
2020,Lazio,Colleferro,,F4.16,Sacco,Fosso Savo (Centogocce) 2,Superiore ai limiti,6,558,14,92,4,1.41,1444271.0627955515,5125412.846232114
2020,Provincia Autonoma di Trento,SPORMINORE,TORRENTE LOVERNATICO - SPORMINORE,SD000516,Noce,TORRENTE LOVERNATICO,Entro i limiti,11,1311,1,120,1,0.05,1231057.3476679248,5819247.630702721
2020,Emilia Romagna,BONDENO,A.B. Cavamento Palata a La Barchessa,01221580,PANARO,C.LE EMISS. ACQUE BASSE CAVAMENTO PALATA,Entro i limiti,7,672,58,95,1,0.796,1269994.1986371723,5600785.636658616
2020,Emilia Romagna,BONDENO,Panaro a Ponte Bondeno,01221600,PANARO,F. PANARO,Superiore ai limiti,7,702,44,100,2,7.044,1271626.4460801529,5603546.8147605965
2020,Emilia Romagna,ARGENTA,Lorgana a impianto di Saiarino ad Argenta,06003100,RENO,CAN. LORGANA,Superiore ai limiti,6,591,54,98,3,5.36,1315883.9079660194,5560920.311083177
2020,Piemonte,Casanova Elvo,Pt Stradale,007030,PO,ELVO_56-Scorrimento superficiale-Medio-Debole1,Superiore ai limiti,9,704,33,82,3,1.44,923252.3215202224,5684101.771197055
2020,Piemonte,Polonghera,Pt Circonvallazione,022040,PO,VARAITA_56-Scorrimento superficiale-Medio-Forte107,Entro i limiti,9,663,22,75,3,1.85,846141.314122106,5590852.677926598
2020,Piemonte,Villarboit,Guado Ingresso Paese,415005,PO,ROVASENDA_56-Scorrimento superficiale-Piccolo,Superiore ai limiti,9,772,82,88,12,5.02,928407.8722974799,5691246.260389157
2020,Umbria,Marsciano,Marsciano,IT10NES2,TEVERE,Fiume Nestore da T. Caina a F. Tevere,Superiore ai limiti,11,1180,39,103,2,3.24,1376443.5563939207,5298128.085589444
