Comune,Codice stazione,Sostanza,Conc_max
fucecchio,IT09S1271#MAS-109,DIURON,0.018
fucecchio,IT09S1271#MAS-109,METALAXIL-M,0.035
fucecchio,IT09S1271#MAS-109,ACETAMIPRID,0.01
fucecchio,IT09S1271#MAS-109,"2,4-DICLOROFENOSSIACETICO ACIDO",0.085
fucecchio,IT09S1271#MAS-109,BENALAXIL,0.005
fucecchio,IT09S1271#MAS-109,CLOTHIANIDIN,0.03
fucecchio,IT09S1271#MAS-109,S-METOLACLOR,0.078
fucecchio,IT09S1271#MAS-109,AZOSSISTROBINA,0.005
fucecchio,IT09S1271#MAS-109,ISOXABEN,0.005
fucecchio,IT09S1271#MAS-109,CARBENDAZIM,0.146
fucecchio,IT09S1271#MAS-109,FLUOPYRAM,0.006
fucecchio,IT09S1271#MAS-109,ATRAZINA DESETIL,0.017
fucecchio,IT09S1271#MAS-109,TETRACONAZOLO,0.009
fucecchio,IT09S1271#MAS-109,DIMETOATO,0.005
fucecchio,IT09S1271#MAS-109,FLUOPICOLIDE,0.012
fucecchio,IT09S1271#MAS-109,CLOROTOLURON,0.005
fucecchio,IT09S1271#MAS-109,ISOXAFLUTOLE,0.009
fucecchio,IT09S1271#MAS-109,PROPAZINA,0.017
calcinaia,IT09S1272#MAS-110,TETRACONAZOLO,0.268
calcinaia,IT09S1272#MAS-110,TEBUCONAZOLO,0.018
calcinaia,IT09S1272#MAS-110,IMIDACLOPRID,0.022
calcinaia,IT09S1272#MAS-110,BOSCALID,0.018
calcinaia,IT09S1272#MAS-110,DIURON,0.024
calcinaia,IT09S1272#MAS-110,AZOSSISTROBINA,0.015
calcinaia,IT09S1272#MAS-110,DIMETOMORF,0.024
calcinaia,IT09S1272#MAS-110,ACETAMIPRID,0.016
calcinaia,IT09S1272#MAS-110,S-METOLACLOR,0.079
calcinaia,IT09S1272#MAS-110,METALAXIL-M,0.017
calcinaia,IT09S1272#MAS-110,ISOPROTURON,0.009
calcinaia,IT09S1272#MAS-110,CLOROTOLURON,0.011
calcinaia,IT09S1272#MAS-110,ISOXAFLUTOLE,0.023
calcinaia,IT09S1272#MAS-110,PROPICONAZOLO,0.0069999999999999
calcinaia,IT09S1272#MAS-110,ISOXABEN,0.019
calcinaia,IT09S1272#MAS-110,BENALAXIL,0.008
calcinaia,IT09S1272#MAS-110,FLUOPICOLIDE,0.011
calcinaia,IT09S1272#MAS-110,CLOTHIANIDIN,0.0069999999999999
calcinaia,IT09S1272#MAS-110,OXADIAZON,0.0139999999999999
calcinaia,IT09S1272#MAS-110,CARBENDAZIM,0.01
calcinaia,IT09S1272#MAS-110,METOSSIFENOZIDE,0.009
calcinaia,IT09S1272#MAS-110,PROPAZINA,0.031
calcinaia,IT09S1272#MAS-110,CIPROCONAZOLO,0.01
calcinaia,IT09S1272#MAS-110,PENCONAZOLO,0.005
calcinaia,IT09S1272#MAS-110,FLUOPYRAM,0.005
calcinaia,IT09S1272#MAS-110,DIMETOATO,0.011
marciano della chiana,IT09S1274#MAS-112,IMIDACLOPRID,0.042
marciano della chiana,IT09S1274#MAS-112,GLIFOSATE,0.204
marciano della chiana,IT09S1274#MAS-112,AMPA,2.79
marciano della chiana,IT09S1274#MAS-112,TEBUCONAZOLO,0.017
marciano della chiana,IT09S1274#MAS-112,BOSCALID,0.063
marciano della chiana,IT09S1274#MAS-112,FLUOPICOLIDE,0.054
marciano della chiana,IT09S1274#MAS-112,DIURON,0.015
marciano della chiana,IT09S1274#MAS-112,METALAXIL-M,0.192
marciano della chiana,IT09S1274#MAS-112,DIMETOMORF,0.009
marciano della chiana,IT09S1274#MAS-112,CLOROTOLURON,0.076
marciano della chiana,IT09S1274#MAS-112,S-METOLACLOR,0.118
marciano della chiana,IT09S1274#MAS-112,TETRACONAZOLO,0.0139999999999999
marciano della chiana,IT09S1274#MAS-112,TRIBENURON-METILE,0.242
marciano della chiana,IT09S1274#MAS-112,METOSSIFENOZIDE,0.006
marciano della chiana,IT09S1274#MAS-112,AZOSSISTROBINA,0.019
marciano della chiana,IT09S1274#MAS-112,ISOXAFLUTOLE,0.498
marciano della chiana,IT09S1274#MAS-112,ATRAZINA DESETIL,0.016
marciano della chiana,IT09S1274#MAS-112,CLORANTRANILIPROLO,0.011
marciano della chiana,IT09S1274#MAS-112,SPIROTETRAMMATO,0.006
marciano della chiana,IT09S1274#MAS-112,METAZACLOR,0.022
marciano della chiana,IT09S1274#MAS-112,CIPRODINIL,0.008
marciano della chiana,IT09S1274#MAS-112,BENALAXIL,0.008
marciano della chiana,IT09S1274#MAS-112,ACETAMIPRID,0.0139999999999999
arezzo,IT09S1275#MAS-113,BOSCALID,0.04
arezzo,IT09S1275#MAS-113,AMPA,1.47
arezzo,IT09S1275#MAS-113,IMIDACLOPRID,0.043
arezzo,IT09S1275#MAS-113,FLUOPICOLIDE,0.023
arezzo,IT09S1275#MAS-113,GLIFOSATE,0.171
arezzo,IT09S1275#MAS-113,TEBUCONAZOLO,0.036
arezzo,IT09S1275#MAS-113,CLOROTOLURON,0.046
arezzo,IT09S1275#MAS-113,CIPRODINIL,0.016
arezzo,IT09S1275#MAS-113,DIURON,0.011
arezzo,IT09S1275#MAS-113,CLORANTRANILIPROLO,0.0069999999999999
arezzo,IT09S1275#MAS-113,AZOSSISTROBINA,0.0139999999999999
arezzo,IT09S1275#MAS-113,DIMETOMORF,0.076
arezzo,IT09S1275#MAS-113,SIMAZINA,0.054
arezzo,IT09S1275#MAS-113,ACETAMIPRID,0.023
arezzo,IT09S1275#MAS-113,FENPYRAZAMINE,0.008
arezzo,IT09S1275#MAS-113,ATRAZINA DESETIL,0.016
arezzo,IT09S1275#MAS-113,FLUOPYRAM,0.008
arezzo,IT09S1275#MAS-113,S-METOLACLOR,0.745
arezzo,IT09S1275#MAS-113,CICLOXIDIM,0.019
arezzo,IT09S1275#MAS-113,"2,4-DICLOROFENOSSIACETICO ACIDO",0.076
arezzo,IT09S1275#MAS-113,MANDIPROPAMID,0.01
arezzo,IT09S1275#MAS-113,OXIFLUORFEN,0.005
arezzo,IT09S1275#MAS-113,PROPAZINA,0.031
arezzo,IT09S1275#MAS-113,TETRACONAZOLO,0.024
arezzo,IT09S1275#MAS-113,PROPICONAZOLO,0.006
arezzo,IT09S1275#MAS-113,METRIBUZIN,0.013
arezzo,IT09S1275#MAS-113,METALAXIL-M,0.253
arezzo,IT09S1275#MAS-113,BENALAXIL,0.006
arezzo,IT09S1275#MAS-113,ATRAZINA DESISOPROPIL,0.009
montepulciano,IT09S1276#MAS-114 VTP-137,AMPA,0.089
montepulciano,IT09S1276#MAS-114 VTP-137,BOSCALID,0.06
montepulciano,IT09S1276#MAS-114 VTP-137,FLUOPICOLIDE,0.075
montepulciano,IT09S1276#MAS-114 VTP-137,TETRACONAZOLO,0.011
montepulciano,IT09S1276#MAS-114 VTP-137,CLOTHIANIDIN,0.0139999999999999
montepulciano,IT09S1276#MAS-114 VTP-137,FLUOPYRAM,0.005
montepulciano,IT09S1276#MAS-114 VTP-137,FENHEXAMID,0.015
montepulciano,IT09S1276#MAS-114 VTP-137,ISOXAFLUTOLE,0.013
montepulciano,IT09S1276#MAS-114 VTP-137,CLOROTOLURON,0.005
montepulciano,IT09S1276#MAS-114 VTP-137,METALAXIL-M,0.027
montepulciano,IT09S1276#MAS-114 VTP-137,TEBUCONAZOLO,0.009
montepulciano,IT09S1276#MAS-114 VTP-137,GLIFOSATE,0.021
montepulciano,IT09S1276#MAS-114 VTP-137,DIMETOMORF,0.027
chiusi,IT09S1277#MAS-115 POT-002 VTP-138,AMPA,0.074
chiusi,IT09S1277#MAS-115 POT-002 VTP-138,FLUOPICOLIDE,0.012
chiusi,IT09S1277#MAS-115 POT-002 VTP-138,TETRACONAZOLO,0.0069999999999999
chiusi,IT09S1277#MAS-115 POT-002 VTP-138,CLOROTOLURON,0.005
chiusi,IT09S1277#MAS-115 POT-002 VTP-138,ISOXAFLUTOLE,0.008
chiusi,IT09S1277#MAS-115 POT-002 VTP-138,TEBUCONAZOLO,0.0069999999999999
chiusi,IT09S1277#MAS-115 POT-002 VTP-138,CLOTHIANIDIN,0.006
chiusi,IT09S1277#MAS-115 POT-002 VTP-138,GLIFOSATE,0.0279999999999999
chiusi,IT09S1277#MAS-115 POT-002 VTP-138,PROPAZINA,0.01
chiusi,IT09S1277#MAS-115 POT-002 VTP-138,S-METOLACLOR,0.006
chiusi,IT09S1277#MAS-115 POT-002 VTP-138,BOSCALID,0.005
chiusi,IT09S1277#MAS-115 POT-002 VTP-138,SIMAZINA,0.075
pelago,IT09S1283#MAS-121 POT-034 VTP-204B,IMIDACLOPRID,0.017
pelago,IT09S1283#MAS-121 POT-034 VTP-204B,DIURON,0.008
pelago,IT09S1283#MAS-121 POT-034 VTP-204B,ATRAZINA DESISOPROPIL,0.01
pelago,IT09S1283#MAS-121 POT-034 VTP-204B,BOSCALID,0.0069999999999999
pelago,IT09S1283#MAS-121 POT-034 VTP-204B,AZOSSISTROBINA,0.008
pelago,IT09S1283#MAS-121 POT-034 VTP-204B,CARBENDAZIM,0.008
pelago,IT09S1283#MAS-121 POT-034 VTP-204B,S-METOLACLOR,0.024
pelago,IT09S1283#MAS-121 POT-034 VTP-204B,TEBUCONAZOLO,0.01
pelago,IT09S1283#MAS-121 POT-034 VTP-204B,CIPRODINIL,0.005
pelago,IT09S1283#MAS-121 POT-034 VTP-204B,SPIROTETRAMMATO,0.006
firenze,IT09S1285#MAS-123,IMIDACLOPRID,0.135
firenze,IT09S1285#MAS-123,BOSCALID,0.0819999999999999
firenze,IT09S1285#MAS-123,FLUOPICOLIDE,0.025
firenze,IT09S1285#MAS-123,DIURON,0.046
firenze,IT09S1285#MAS-123,ACETAMIPRID,0.08
firenze,IT09S1285#MAS-123,AZOSSISTROBINA,0.006
firenze,IT09S1285#MAS-123,PROPICONAZOLO,0.009
firenze,IT09S1285#MAS-123,DIMETOATO,0.018
firenze,IT09S1285#MAS-123,DIMETOMORF,0.01
firenze,IT09S1285#MAS-123,"2,4-DICLOROFENOSSIACETICO ACIDO",0.123
firenze,IT09S1285#MAS-123,ATRAZINA DESISOPROPIL,0.006
firenze,IT09S1285#MAS-123,IPROVALICARB,0.023
firenze,IT09S1285#MAS-123,ATRAZINA DESETIL,0.011
firenze,IT09S1285#MAS-123,CLOTHIANIDIN,0.017
firenze,IT09S1285#MAS-123,METOSSIFENOZIDE,0.008
firenze,IT09S1285#MAS-123,TEBUCONAZOLO,0.005
prato,IT09S1287#MAS-125,AMPA,1.21
prato,IT09S1287#MAS-125,GLIFOSATE,0.018
prato,IT09S1287#MAS-125,IMIDACLOPRID,0.01
prato,IT09S1287#MAS-125,CLOTHIANIDIN,0.012
prato,IT09S1287#MAS-125,BENALAXIL,0.046
prato,IT09S1287#MAS-125,CARBENDAZIM,0.009
firenze,IT09S1289#MAS-127,GLIFOSATE,0.022
firenze,IT09S1289#MAS-127,AMPA,0.66
firenze,IT09S1289#MAS-127,IMIDACLOPRID,0.017
quarrata,IT09S1291#MAS-129,GLIFOSATE,11.3
quarrata,IT09S1291#MAS-129,ISOXABEN,0.069
quarrata,IT09S1291#MAS-129,PENDIMETALIN,0.275
quarrata,IT09S1291#MAS-129,BOSCALID,0.177
quarrata,IT09S1291#MAS-129,CARBENDAZIM,0.8590000000000001
quarrata,IT09S1291#MAS-129,AMPA,13.9
quarrata,IT09S1291#MAS-129,IMIDACLOPRID,0.096
quarrata,IT09S1291#MAS-129,OXADIAZON,0.195
quarrata,IT09S1291#MAS-129,ACETAMIPRID,0.158
quarrata,IT09S1291#MAS-129,S-METOLACLOR,0.03
quarrata,IT09S1291#MAS-129,TEBUCONAZOLO,0.0279999999999999
quarrata,IT09S1291#MAS-129,TIACLOPRID,0.055
quarrata,IT09S1291#MAS-129,TETRACONAZOLO,0.019
quarrata,IT09S1291#MAS-129,PENCONAZOLO,0.037
quarrata,IT09S1291#MAS-129,OXIFLUORFEN,0.1669999999999999
quarrata,IT09S1291#MAS-129,PIRACLOSTROBIN,0.008
quarrata,IT09S1291#MAS-129,DIMETOATO,0.013
quarrata,IT09S1291#MAS-129,DIURON,0.016
quarrata,IT09S1291#MAS-129,LENACIL,0.016
quarrata,IT09S1291#MAS-129,AZOSSISTROBINA,0.04
quarrata,IT09S1291#MAS-129,TEBUFENOZIDE,0.019
quarrata,IT09S1291#MAS-129,FLUROXIPIR,0.165
quarrata,IT09S1291#MAS-129,METALAXIL-M,0.068
quarrata,IT09S1291#MAS-129,"2,4-DICLOROFENOSSIACETICO ACIDO",0.262
quarrata,IT09S1291#MAS-129,PROPICONAZOLO,0.0069999999999999
quarrata,IT09S1291#MAS-129,DIMETOMORF,0.042
quarrata,IT09S1291#MAS-129,MCPA,0.517
quarrata,IT09S1291#MAS-129,CLORPIRIFOS,0.032
quarrata,IT09S1291#MAS-129,FENAMIFOS,0.008
quarrata,IT09S1291#MAS-129,FLUOPICOLIDE,0.0279999999999999
quarrata,IT09S1291#MAS-129,ATRAZINA DESISOPROPIL,0.037
quarrata,IT09S1291#MAS-129,SIMAZINA,0.085
quarrata,IT09S1291#MAS-129,PROPAZINA,0.0279999999999999
quarrata,IT09S1291#MAS-129,ISOXAFLUTOLE,0.032
quarrata,IT09S1291#MAS-129,CLOROTOLURON,0.0139999999999999
quarrata,IT09S1291#MAS-129,CLOTHIANIDIN,0.009
quarrata,IT09S1291#MAS-129,ISOPROTURON,0.005
quarrata,IT09S1291#MAS-129,CLORSULFURON,0.01
quarrata,IT09S1291#MAS-129,METAZACLOR,0.0289999999999999
quarrata,IT09S1291#MAS-129,PROCLORAZ,0.01
carmignano,IT09S1292#MAS-130,OXADIAZON,0.098
carmignano,IT09S1292#MAS-130,GLIFOSATE,4.37
carmignano,IT09S1292#MAS-130,AMPA,15.3
carmignano,IT09S1292#MAS-130,BOSCALID,0.068
carmignano,IT09S1292#MAS-130,ISOXABEN,0.052
carmignano,IT09S1292#MAS-130,PENDIMETALIN,0.1369999999999999
carmignano,IT09S1292#MAS-130,TEBUCONAZOLO,0.022
carmignano,IT09S1292#MAS-130,IMIDACLOPRID,0.155
carmignano,IT09S1292#MAS-130,PENCONAZOLO,0.026
carmignano,IT09S1292#MAS-130,S-METOLACLOR,0.047
carmignano,IT09S1292#MAS-130,AZOSSISTROBINA,0.012
carmignano,IT09S1292#MAS-130,CARBENDAZIM,0.162
carmignano,IT09S1292#MAS-130,DIURON,0.046
carmignano,IT09S1292#MAS-130,TIACLOPRID,0.033
carmignano,IT09S1292#MAS-130,TETRACONAZOLO,0.016
carmignano,IT09S1292#MAS-130,OXIFLUORFEN,0.055
carmignano,IT09S1292#MAS-130,ACETAMIPRID,0.152
carmignano,IT09S1292#MAS-130,CLOROTOLURON,0.018
carmignano,IT09S1292#MAS-130,DIMETOMORF,0.077
carmignano,IT09S1292#MAS-130,ATRAZINA DESISOPROPIL,0.241
carmignano,IT09S1292#MAS-130,METALAXIL-M,0.009
carmignano,IT09S1292#MAS-130,PROPICONAZOLO,0.008
carmignano,IT09S1292#MAS-130,TEBUFENOZIDE,0.018
carmignano,IT09S1292#MAS-130,LENACIL,0.013
carmignano,IT09S1292#MAS-130,FENAMIFOS,0.008
carmignano,IT09S1292#MAS-130,DIMETOATO,0.012
carmignano,IT09S1292#MAS-130,"2,4-DICLOROFENOSSIACETICO ACIDO",0.314
carmignano,IT09S1292#MAS-130,PROPIZAMIDE,0.0139999999999999
carmignano,IT09S1292#MAS-130,MCPA,0.367
carmignano,IT09S1292#MAS-130,PROPAZINA,0.018
carmignano,IT09S1292#MAS-130,FLUROXIPIR,0.031
carmignano,IT09S1292#MAS-130,CLORPIRIFOS,0.0069999999999999
carmignano,IT09S1292#MAS-130,IPROVALICARB,0.009
carmignano,IT09S1292#MAS-130,CLOTHIANIDIN,0.006
carmignano,IT09S1292#MAS-130,ISOPROTURON,0.0069999999999999
barberino tavarnelle,IT09S1293#MAS-131 POT-086 VTP-067,DIMETOMORF,0.02
barberino tavarnelle,IT09S1293#MAS-131 POT-086 VTP-067,METOSSIFENOZIDE,0.015
barberino tavarnelle,IT09S1293#MAS-131 POT-086 VTP-067,BOSCALID,0.061
barberino tavarnelle,IT09S1293#MAS-131 POT-086 VTP-067,FLUOPICOLIDE,0.008
barberino tavarnelle,IT09S1293#MAS-131 POT-086 VTP-067,IMIDACLOPRID,0.29
barberino tavarnelle,IT09S1293#MAS-131 POT-086 VTP-067,TETRACONAZOLO,0.008
barberino tavarnelle,IT09S1293#MAS-131 POT-086 VTP-067,PROPICONAZOLO,0.0069999999999999
barberino tavarnelle,IT09S1293#MAS-131 POT-086 VTP-067,METALAXIL-M,0.01
barberino tavarnelle,IT09S1293#MAS-131 POT-086 VTP-067,AMETOCTRADIN,0.0069999999999999
barberino tavarnelle,IT09S1293#MAS-131 POT-086 VTP-067,CLORANTRANILIPROLO,0.005
san miniato,IT09S1297#MAS-135,FLUOPICOLIDE,0.053
san miniato,IT09S1297#MAS-135,IMIDACLOPRID,0.019
san miniato,IT09S1297#MAS-135,TETRACONAZOLO,0.016
san miniato,IT09S1297#MAS-135,TEBUCONAZOLO,0.021
san miniato,IT09S1297#MAS-135,DIURON,0.009
san miniato,IT09S1297#MAS-135,ATRAZINA DESISOPROPIL,0.0069999999999999
san miniato,IT09S1297#MAS-135,PENCONAZOLO,0.008
san miniato,IT09S1297#MAS-135,MANDIPROPAMID,0.016
san miniato,IT09S1297#MAS-135,METALAXIL-M,0.069
san miniato,IT09S1297#MAS-135,METOSSIFENOZIDE,0.033
san miniato,IT09S1297#MAS-135,BOSCALID,0.037
san miniato,IT09S1297#MAS-135,SIMAZINA,0.006
san miniato,IT09S1297#MAS-135,CLOTHIANIDIN,0.079
san miniato,IT09S1297#MAS-135,TEBUFENOZIDE,0.006
san miniato,IT09S1297#MAS-135,CLORANTRANILIPROLO,0.006
san miniato,IT09S1297#MAS-135,S-METOLACLOR,0.005
san miniato,IT09S1297#MAS-135,PIRIMETANIL,0.005
san miniato,IT09S1297#MAS-135,DIMETOMORF,0.042
san miniato,IT09S1297#MAS-135,AZOSSISTROBINA,0.0139999999999999
san miniato,IT09S1297#MAS-135,CARBENDAZIM,0.009
san miniato,IT09S1297#MAS-135,BENALAXIL,0.011
san miniato,IT09S1297#MAS-135,ZOXAMIDE,0.012
ponte buggianese,IT09S1302#MAS-140,GLIFOSATE,0.042
ponte buggianese,IT09S1302#MAS-140,AMPA,0.515
ponte buggianese,IT09S1302#MAS-140,CARBENDAZIM,0.051
ponte buggianese,IT09S1302#MAS-140,IMIDACLOPRID,0.057
ponte buggianese,IT09S1302#MAS-140,BOSCALID,0.0139999999999999
ponte buggianese,IT09S1302#MAS-140,ACETAMIPRID,0.012
ponte buggianese,IT09S1302#MAS-140,ATRAZINA DESISOPROPIL,0.0069999999999999
ponte buggianese,IT09S1302#MAS-140,ATRAZINA DESETIL,0.016
ponte buggianese,IT09S1302#MAS-140,"2,4-DICLOROFENOSSIACETICO ACIDO",0.005
ponte buggianese,IT09S1302#MAS-140,ISOXABEN,0.009
ponte buggianese,IT09S1302#MAS-140,DIURON,0.006
ponte buggianese,IT09S1302#MAS-140,PENDIMETALIN,0.005
ponte buggianese,IT09S1302#MAS-140,TEBUCONAZOLO,0.006
monsummano terme,IT09S1304#MAS-142,AMPA,0.083
monsummano terme,IT09S1304#MAS-142,GLIFOSATE,0.006
monsummano terme,IT09S1304#MAS-142,ATRAZINA DESETIL,0.006
monsummano terme,IT09S1304#MAS-142,DIURON,0.005
monsummano terme,IT09S1304#MAS-142,PENDIMETALIN,0.0069999999999999
monsummano terme,IT09S1304#MAS-142,IMIDACLOPRID,0.0069999999999999
monsummano terme,IT09S1304#MAS-142,S-METOLACLOR,0.0069999999999999
ponte buggianese,IT09S1305#MAS-143 VTP-141,AMPA,0.26
ponte buggianese,IT09S1305#MAS-143 VTP-141,GLIFOSATE,0.0409999999999999
ponte buggianese,IT09S1305#MAS-143 VTP-141,BOSCALID,0.005
ponte buggianese,IT09S1305#MAS-143 VTP-141,IMIDACLOPRID,0.015
ponte buggianese,IT09S1305#MAS-143 VTP-141,S-METOLACLOR,0.013
ponte buggianese,IT09S1305#MAS-143 VTP-141,CLOTHIANIDIN,0.0069999999999999
ponte buggianese,IT09S1305#MAS-143 VTP-141,DIMETOATO,0.009
ponte buggianese,IT09S1305#MAS-143 VTP-141,ATRAZINA DESETIL,0.03
ponte buggianese,IT09S1305#MAS-143 VTP-141,DIURON,0.006
ponte buggianese,IT09S1305#MAS-143 VTP-141,PROPAZINA,0.006
ponte buggianese,IT09S1305#MAS-143 VTP-141,AZOSSISTROBINA,0.005
santa maria a monte,IT09S1306#MAS-144,GLIFOSATE,0.278
santa maria a monte,IT09S1306#MAS-144,AMPA,0.223
santa maria a monte,IT09S1306#MAS-144,IMIDACLOPRID,0.09
santa maria a monte,IT09S1306#MAS-144,ATRAZINA DESISOPROPIL,0.008
santa maria a monte,IT09S1306#MAS-144,BOSCALID,0.0069999999999999
santa maria a monte,IT09S1306#MAS-144,S-METOLACLOR,0.044
santa maria a monte,IT09S1306#MAS-144,DIURON,0.012
santa maria a monte,IT09S1306#MAS-144,DIMETOMORF,0.005
santa maria a monte,IT09S1306#MAS-144,CARBENDAZIM,0.026
santa maria a monte,IT09S1306#MAS-144,SIMAZINA,0.043
santa maria a monte,IT09S1306#MAS-144,AZOSSISTROBINA,0.203
santa maria a monte,IT09S1306#MAS-144,ACETAMIPRID,0.013
santa maria a monte,IT09S1306#MAS-144,OXADIAZON,0.008
santa maria a monte,IT09S1306#MAS-144,ATRAZINA DESETIL,0.005
santa maria a monte,IT09S1306#MAS-144,ISOXABEN,0.006
santa maria a monte,IT09S1306#MAS-144,"2,4-DICLOROFENOSSIACETICO ACIDO",0.005
calcinaia,IT09S1307#MAS-145,AZOSSISTROBINA,0.0559999999999999
calcinaia,IT09S1307#MAS-145,TETRACONAZOLO,1.23
calcinaia,IT09S1307#MAS-145,DIMETOMORF,0.044
calcinaia,IT09S1307#MAS-145,TEBUCONAZOLO,0.01
calcinaia,IT09S1307#MAS-145,S-METOLACLOR,0.045
calcinaia,IT09S1307#MAS-145,DIURON,0.077
calcinaia,IT09S1307#MAS-145,CIPROCONAZOLO,0.042
calcinaia,IT09S1307#MAS-145,CARBENDAZIM,0.057
calcinaia,IT09S1307#MAS-145,DIMETOATO,0.0139999999999999
calcinaia,IT09S1307#MAS-145,BOSCALID,0.011
calcinaia,IT09S1307#MAS-145,IMIDACLOPRID,0.035
calcinaia,IT09S1307#MAS-145,CLOROTOLURON,0.0069999999999999
calcinaia,IT09S1307#MAS-145,ISOPROTURON,0.01
calcinaia,IT09S1307#MAS-145,PROPICONAZOLO,0.006
calcinaia,IT09S1307#MAS-145,METALAXIL-M,0.03
calcinaia,IT09S1307#MAS-145,ATRAZINA DESISOPROPIL,0.034
calcinaia,IT09S1307#MAS-145,FENAMIFOS,0.005
calcinaia,IT09S1307#MAS-145,ACETAMIPRID,0.023
calcinaia,IT09S1307#MAS-145,BENALAXIL,0.005
calcinaia,IT09S1307#MAS-145,PENDIMETALIN,0.005
aldeno,SD000116,FLUXAPYROXAD,0.04
aldeno,SD000116,PENCONAZOLO,0.03
aldeno,SD000116,IMIDACLOPRID,0.03
aldeno,SD000116,ACETAMIPRID,0.03
aldeno,SD000116,DIMETOATO,0.03
villa lagarina,SD000118,CLOMAZONE,0.03
villa lagarina,SD000118,CLORPROFAM,0.08
villa lagarina,SD000118,CARBENDAZIM,0.28
villa lagarina,SD000118,TIABENDAZOLO,0.1
villa lagarina,SD000118,IMIDACLOPRID,0.39
villa lagarina,SD000118,DIURON,0.07
villa lagarina,SD000118,ACETAMIPRID,0.1
villa lagarina,SD000118,PROPOXUR,0.46
villa lagarina,SD000118,METALAXIL,0.36
villa lagarina,SD000118,METOLACLOR,0.06
villa lagarina,SD000118,TIAMETOXAM,0.04
villa lagarina,SD000118,AZOSSISTROBINA,0.03
villa lagarina,SD000118,CARBARIL,0.56
villa lagarina,SD000118,TIACLOPRID,0.06
villa lagarina,SD000118,TEBUCONAZOLO,0.05
villa lagarina,SD000118,PIRIMICARB,0.3
villa lagarina,SD000118,METAMIDOFOS,0.02
villa lagarina,SD000118,DIMETOMORF,0.06
villa lagarina,SD000118,TETRACONAZOLO,0.05
villa lagarina,SD000118,SIMAZINA,0.42
villa lagarina,SD000118,DIFENILAMMINA,0.03
villa lagarina,SD000118,ATRAZINA,0.04
villa lagarina,SD000118,METRIBUZIN,0.03
villa lagarina,SD000118,PROPIZAMIDE,0.03
villa lagarina,SD000118,ACEFATE,0.08
villa lagarina,SD000118,PIRIMETANIL,0.03
villa lagarina,SD000118,TRIADIMENOL,0.05
villa lagarina,SD000118,DIMETOATO,0.19
mori,SD000122,DIMETOMORF,0.36
mori,SD000122,ZOXAMIDE,0.18
mori,SD000122,CARBENDAZIM,0.16
trento,SD000123,FLUXAPYROXAD,0.09
trento,SD000123,DIMETOMORF,0.04
trento,SD000123,METOLACLOR,0.32
trento,SD000123,ACETAMIPRID,0.02
trento,SD000123,PIRIMETANIL,0.07
trento,SD000123,FLUOPYRAM,0.16
trento,SD000123,PENCONAZOLO,0.05
trento,SD000123,PIRIMICARB,0.04
trento,SD000123,ZOXAMIDE,0.04
trento,SD000123,TIACLOPRID,0.03
trento,SD000123,BOSCALID,0.05
trento,SD000123,TEBUCONAZOLO,0.16
trento,SD000123,METOSSIFENOZIDE,0.03
avio,SD000130,DIMETOMORF,0.22
san michele all'adige,SD000134,FLUXAPYROXAD,0.05
san michele all'adige,SD000134,AMETOCTRADIN,0.06
san michele all'adige,SD000134,CARBENDAZIM,0.21
san michele all'adige,SD000134,METRAFENONE,0.05
san michele all'adige,SD000134,ZOXAMIDE,0.62
san michele all'adige,SD000134,PENCONAZOLO,0.04
san michele all'adige,SD000134,FLUDIOXONIL,0.21
san michele all'adige,SD000134,ACETAMIPRID,0.05
san michele all'adige,SD000134,DIMETOMORF,0.2
san michele all'adige,SD000134,BOSCALID,0.08
san michele all'adige,SD000134,METOSSIFENOZIDE,0.08
san michele all'adige,SD000134,DIMETOATO,0.04
san michele all'adige,SD000134,CLORANTRANILIPROLO,0.08
san michele all'adige,SD000134,CIPRODINIL,0.39
san michele all'adige,SD000134,TEBUCONAZOLO,0.03
san michele all'adige,SD000134,TETRACONAZOLO,0.11
san michele all'adige,SD000134,IMIDACLOPRID,0.03
nomi,SD000144,METOSSIFENOZIDE,0.17
nomi,SD000144,PENCONAZOLO,0.03
nomi,SD000144,FLUOPYRAM,0.13
nomi,SD000144,DIMETOMORF,1.01
nomi,SD000144,ZOXAMIDE,0.55
nomi,SD000144,TEBUCONAZOLO,0.13
nomi,SD000144,CLORANTRANILIPROLO,0.04
nomi,SD000144,PENTHIOPYRAD,0.03
nomi,SD000144,TETRACONAZOLO,0.09
nomi,SD000144,FLUDIOXONIL,0.04
nomi,SD000144,ACETAMIPRID,0.06
rovereto,SD000150,CYFLUFENAMID,0.05
rovereto,SD000150,FLUXAPYROXAD,0.04
rovereto,SD000150,DIMETOMORF,0.06
rovereto,SD000150,CLORPIRIFOS,0.04
rovereto,SD000150,IMIDACLOPRID,0.06
rovereto,SD000150,ZOXAMIDE,0.18
rovereto,SD000150,PENCONAZOLO,0.13
trento,SD000151,ISOXABEN,0.04
trento,SD000151,IMIDACLOPRID,0.03
trento,SD000151,DIMETOMORF,0.5
trento,SD000151,SIMAZINA,0.14
trento,SD000151,PENCONAZOLO,0.03
trento,SD000151,ZOXAMIDE,0.08
lavis,SD000152,DIMETOMORF,0.04
lavis,SD000152,FENHEXAMID,0.07
lavis,SD000152,PENCONAZOLO,0.1
lavis,SD000152,CLORPIRIFOS-METILE,0.03
